Notes,County,County Code,Deaths,Population,Crude Rate
,"Adair County, OK",40001,156,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,39,Not Applicable,Not Applicable
,"Atoka County, OK",40005,88,Not Applicable,Not Applicable
,"Beaver County, OK",40007,38,Not Applicable,Not Applicable
,"Beckham County, OK",40009,145,Not Applicable,Not Applicable
,"Blaine County, OK",40011,79,Not Applicable,Not Applicable
,"Bryan County, OK",40013,322,Not Applicable,Not Applicable
,"Caddo County, OK",40015,258,Not Applicable,Not Applicable
,"Canadian County, OK",40017,707,Not Applicable,Not Applicable
,"Carter County, OK",40019,349,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,313,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,126,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,13,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,1231,Not Applicable,Not Applicable
,"Coal County, OK",40029,46,Not Applicable,Not Applicable
,"Comanche County, OK",40031,660,Not Applicable,Not Applicable
,"Cotton County, OK",40033,44,Not Applicable,Not Applicable
,"Craig County, OK",40035,110,Not Applicable,Not Applicable
,"Creek County, OK",40037,484,Not Applicable,Not Applicable
,"Custer County, OK",40039,224,Not Applicable,Not Applicable
,"Delaware County, OK",40041,355,Not Applicable,Not Applicable
,"Dewey County, OK",40043,36,Not Applicable,Not Applicable
,"Ellis County, OK",40045,40,Not Applicable,Not Applicable
,"Garfield County, OK",40047,445,Not Applicable,Not Applicable
,"Garvin County, OK",40049,236,Not Applicable,Not Applicable
,"Grady County, OK",40051,353,Not Applicable,Not Applicable
,"Grant County, OK",40053,44,Not Applicable,Not Applicable
,"Greer County, OK",40055,38,Not Applicable,Not Applicable
,"Harmon County, OK",40057,30,Not Applicable,Not Applicable
,"Harper County, OK",40059,27,Not Applicable,Not Applicable
,"Haskell County, OK",40061,89,Not Applicable,Not Applicable
,"Hughes County, OK",40063,112,Not Applicable,Not Applicable
,"Jackson County, OK",40065,176,Not Applicable,Not Applicable
,"Jefferson County, OK",40067,57,Not Applicable,Not Applicable
,"Johnston County, OK",40069,90,Not Applicable,Not Applicable
,"Kay County, OK",40071,380,Not Applicable,Not Applicable
,"Kingfisher County, OK",40073,118,Not Applicable,Not Applicable
,"Kiowa County, OK",40075,93,Not Applicable,Not Applicable
,"Latimer County, OK",40077,80,Not Applicable,Not Applicable
,"Le Flore County, OK",40079,402,Not Applicable,Not Applicable
,"Lincoln County, OK",40081,243,Not Applicable,Not Applicable
,"Logan County, OK",40083,217,Not Applicable,Not Applicable
,"Love County, OK",40085,76,Not Applicable,Not Applicable
,"McClain County, OK",40087,213,Not Applicable,Not Applicable
,"McCurtain County, OK",40089,235,Not Applicable,Not Applicable
,"McIntosh County, OK",40091,177,Not Applicable,Not Applicable
,"Major County, OK",40093,85,Not Applicable,Not Applicable
,"Marshall County, OK",40095,119,Not Applicable,Not Applicable
,"Mayes County, OK",40097,274,Not Applicable,Not Applicable
,"Murray County, OK",40099,133,Not Applicable,Not Applicable
,"Muskogee County, OK",40101,600,Not Applicable,Not Applicable
,"Noble County, OK",40103,96,Not Applicable,Not Applicable
,"Nowata County, OK",40105,78,Not Applicable,Not Applicable
,"Okfuskee County, OK",40107,121,Not Applicable,Not Applicable
,"Oklahoma County, OK",40109,4568,Not Applicable,Not Applicable
,"Okmulgee County, OK",40111,321,Not Applicable,Not Applicable
,"Osage County, OK",40113,272,Not Applicable,Not Applicable
,"Ottawa County, OK",40115,263,Not Applicable,Not Applicable
,"Pawnee County, OK",40117,121,Not Applicable,Not Applicable
,"Payne County, OK",40119,357,Not Applicable,Not Applicable
,"Pittsburg County, OK",40121,345,Not Applicable,Not Applicable
,"Pontotoc County, OK",40123,285,Not Applicable,Not Applicable
,"Pottawatomie County, OK",40125,529,Not Applicable,Not Applicable
,"Pushmataha County, OK",40127,81,Not Applicable,Not Applicable
,"Roger Mills County, OK",40129,18,Not Applicable,Not Applicable
,"Rogers County, OK",40131,533,Not Applicable,Not Applicable
,"Seminole County, OK",40133,218,Not Applicable,Not Applicable
,"Sequoyah County, OK",40135,352,Not Applicable,Not Applicable
,"Stephens County, OK",40137,379,Not Applicable,Not Applicable
,"Texas County, OK",40139,117,Not Applicable,Not Applicable
,"Tillman County, OK",40141,63,Not Applicable,Not Applicable
,"Tulsa County, OK",40143,4027,Not Applicable,Not Applicable
,"Wagoner County, OK",40145,363,Not Applicable,Not Applicable
,"Washington County, OK",40147,439,Not Applicable,Not Applicable
,"Washita County, OK",40149,88,Not Applicable,Not Applicable
,"Woods County, OK",40151,80,Not Applicable,Not Applicable
,"Woodward County, OK",40153,123,Not Applicable,Not Applicable
Total,,,25242,Not Applicable,Not Applicable
---,,,,,
"Dataset: Underlying Cause of Death, 2018-2021, Single Race",,,,,
Query Parameters:,,,,,
Place of Death: Medical Facility - Inpatient; Medical Facility - Outpatient or ER; Medical Facility - Dead on Arrival; Medical,,,,,
Facility - Status unknown; Hospice facility; Nursing home/long term care,,,,,
States: Oklahoma (40),,,,,
Year/Month: 2018,,,,,
Group By: County,,,,,
Show Totals: True,,,,,
Show Zero Values: True,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
