Notes,County,County Code,Deaths,Population,Crude Rate
,"Kimble County, TX",48267,53,4337,1222.042886788
,"King County, TX",48269,Suppressed,272,Suppressed
,"Kinney County, TX",48271,42,3667,1145.350422689
,"Kleberg County, TX",48273,315,30680,1026.727509778
,"Knox County, TX",48275,44,3664,1200.873362445
,"Lamar County, TX",48277,647,49859,1297.659399507
,"Lamb County, TX",48279,161,12893,1248.739626154
,"Lampasas County, TX",48281,239,21428,1115.363076349
,"La Salle County, TX",48283,49,7520,651.595744681
,"Lavaca County, TX",48285,246,20154,1220.601369455
,"Lee County, TX",48287,161,17239,933.928882186
,"Leon County, TX",48289,230,17404,1321.535279246
,"Liberty County, TX",48291,827,88219,937.439780546
,"Limestone County, TX",48293,290,23437,1237.359730341
,"Lipscomb County, TX",48295,28,3233,866.068666873
,"Live Oak County, TX",48297,112,12207,917.506348816
,"Llano County, TX",48299,359,21795,1647.166781372
,"Loving County, TX",48301,Suppressed,169,Suppressed
,"Lubbock County, TX",48303,2632,310569,847.476728199
,"Lynn County, TX",48305,65,5951,1092.253402789
,"McCulloch County, TX",48307,123,7984,1540.581162325
,"McLennan County, TX",48309,2242,256623,873.65512834
,"McMullen County, TX",48311,Suppressed,743,Suppressed
,"Madison County, TX",48313,140,14284,980.117614114
,"Marion County, TX",48315,155,9854,1572.965293282
,"Martin County, TX",48317,46,5771,797.08889274
,"Mason County, TX",48319,51,4274,1193.261581657
,"Matagorda County, TX",48321,422,36643,1151.652430205
,"Maverick County, TX",48323,412,58722,701.610980552
,"Medina County, TX",48325,488,51584,946.029776675
,"Menard County, TX",48327,31,2138,1449.953227315
,"Midland County, TX",48329,1185,176832,670.127578719
,"Milam County, TX",48331,286,24823,1152.157273496
,"Mills County, TX",48333,89,4873,1826.390313975
,"Mitchell County, TX",48335,85,8545,994.733762434
,"Montague County, TX",48337,318,19818,1604.601877081
,"Montgomery County, TX",48339,4054,607391,667.444858419
,"Moore County, TX",48341,140,20940,668.576886342
,"Morris County, TX",48343,191,12388,1541.814659348
,"Motley County, TX",48345,27,1200,2250
,"Nacogdoches County, TX",48347,613,65204,940.126372615
,"Navarro County, TX",48349,586,50113,1169.357252609
,"Newton County, TX",48351,151,13595,1110.702464141
,"Nolan County, TX",48353,208,14714,1413.619681936
,"Nueces County, TX",48355,3013,362294,831.645017582
,"Ochiltree County, TX",48357,59,9836,599.837332249
,"Oldham County, TX",48359,17,2112,Unreliable
,"Orange County, TX",48361,936,83396,1122.355988297
,"Palo Pinto County, TX",48363,337,29189,1154.544520196
,"Panola County, TX",48365,280,23194,1207.208760886
,"Parker County, TX",48367,1292,142878,904.267976875
,"Parmer County, TX",48369,76,9605,791.254554919
,"Pecos County, TX",48371,112,15823,707.830373507
,"Polk County, TX",48373,666,51353,1296.905730921
,"Potter County, TX",48375,1369,117415,1165.949836052
,"Presidio County, TX",48377,47,6704,701.07398568
,"Rains County, TX",48379,138,12514,1102.764903308
,"Randall County, TX",48381,1121,137713,814.011749072
,"Reagan County, TX",48383,22,3849,571.577032996
,"Real County, TX",48385,46,3452,1332.560834299
,"Red River County, TX",48387,214,12023,1779.921816518
,"Reeves County, TX",48389,124,15976,776.16424637
,"Refugio County, TX",48391,80,6948,1151.410477835
,"Roberts County, TX",48393,11,854,Unreliable
,"Robertson County, TX",48395,187,17074,1095.232517278
,"Rockwall County, TX",48397,636,104915,606.205023114
,"Runnels County, TX",48399,155,10264,1510.132501949
,"Rusk County, TX",48401,557,54406,1023.784141455
,"Sabine County, TX",48403,166,10542,1574.653765889
,"San Augustine County, TX",48405,136,8237,1651.086560641
,"San Jacinto County, TX",48407,342,28859,1185.072247826
,"San Patricio County, TX",48409,637,66730,954.59313652
,"San Saba County, TX",48411,63,6055,1040.462427746
,"Schleicher County, TX",48413,28,2793,1002.506265664
,"Scurry County, TX",48415,163,16703,975.872597737
,"Shackelford County, TX",48417,29,3265,888.208269525
,"Shelby County, TX",48419,315,25274,1246.340112368
,"Sherman County, TX",48421,27,3022,893.448047651
,"Smith County, TX",48423,2186,232751,939.201120511
,"Somervell County, TX",48425,91,9128,996.932515337
,"Starr County, TX",48427,460,64633,711.710736002
,"Stephens County, TX",48429,117,9366,1249.199231262
,"Sterling County, TX",48431,11,1291,Unreliable
,"Stonewall County, TX",48433,23,1350,1703.703703704
,"Sutton County, TX",48435,33,3776,873.940677966
,"Swisher County, TX",48437,81,7397,1095.038529133
,"Tarrant County, TX",48439,13537,2102515,643.847963035
,"Taylor County, TX",48441,1444,138034,1046.119072113
,"Terrell County, TX",48443,Suppressed,776,Suppressed
,"Terry County, TX",48445,143,12337,1159.114857745
,"Throckmorton County, TX",48447,24,1501,1598.934043971
,"Titus County, TX",48449,331,32750,1010.687022901
,"Tom Green County, TX",48451,1078,119200,904.362416107
,"Travis County, TX",48453,5866,1273954,460.456186016
,"Trinity County, TX",48455,229,14651,1563.033240052
,"Tyler County, TX",48457,280,21672,1291.989664083
,"Upshur County, TX",48459,480,41753,1149.617991522
,"Upton County, TX",48461,28,3657,765.654908395
,"Uvalde County, TX",48463,299,26741,1118.133203695
,"Val Verde County, TX",48465,427,49025,870.984191739
,"Van Zandt County, TX",48467,681,56590,1203.392825588
,"Victoria County, TX",48469,880,92084,955.64918987
,"Walker County, TX",48471,551,72971,755.094489592
,"Waller County, TX",48473,342,55246,619.049342939
,"Ward County, TX",48475,96,11998,800.133355559
,"Washington County, TX",48477,373,35882,1039.518421493
,"Webb County, TX",48479,1434,276652,518.340731316
,"Wharton County, TX",48481,435,41556,1046.78024834
,"Wheeler County, TX",48483,53,5056,1048.259493671
,"Wichita County, TX",48485,1377,132230,1041.367314528
,"Wilbarger County, TX",48487,156,12769,1221.708826063
,"Willacy County, TX",48489,175,21358,819.365109093
,"Williamson County, TX",48491,3152,590551,533.738830347
,"Wilson County, TX",48493,437,51070,855.688271001
,"Winkler County, TX",48495,76,8010,948.813982522
,"Wise County, TX",48497,656,69984,937.357110197
,"Wood County, TX",48499,672,45539,1475.658227014
,"Yoakum County, TX",48501,63,8713,723.057500287
,"Young County, TX",48503,253,18010,1404.775124931
,"Zapata County, TX",48505,98,14179,691.162987517
,"Zavala County, TX",48507,104,11840,878.378378378
Total,,,203362,28995881,701.347891447
---,,,,,
"Dataset: Underlying Cause of Death, 2018-2021, Single Race",,,,,
Query Parameters:,,,,,
States: Texas (48),,,,,
Year/Month: 2019,,,,,
Group By: County,,,,,
Show Totals: True,,,,,
Show Zero Values: True,,,,,
Show Suppressed: True,,,,,
"Calculate Rates Per: 100,000",,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information.,,,,,
---,,,,,
"Query Date: Jun 17, 2023 12:02:59 PM",,,,,
---,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,",,,,,
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative",,,,,
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jun 17, 2023 12:02:59 PM",,,,,
---,,,,,
Caveats:,,,,,
1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality.,,,,,
2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,
http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable.,,,,,
"3. The population figures for year 2021 are single-race estimates of the July 1 resident population, from the Vintage 2021",,,,,
"postcensal series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates",,,,,
"of the July 1 resident population, from the Vintage 2020 postcensal series released by the Census Bureau on July 27, 2021. The",,,,,
"population figures for year 2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal",,,,,
"series released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the",,,,,
"July 1 resident population, from the Vintage 2018 postcensal series released by the Census Bureau on June 20, 2019.",,,,,
4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age,,,,,
Group.,,,,,
