county_code,month,weekday,wkday_hospital_deaths,covid_wkday_hospital_deaths
48001,Jan,Sunday,Suppressed,0
48001,Jan,Monday,Suppressed,0
48001,Jan,Tuesday,Suppressed,0
48001,Jan,Wednesday,Suppressed,0
48001,Jan,Thursday,Suppressed,0
48001,Jan,Friday,Suppressed,0
48001,Jan,Saturday,Suppressed,0
48001,Jan,Unknown,0,0
48001,Feb,Sunday,Suppressed,0
48001,Feb,Monday,Suppressed,0
48001,Feb,Tuesday,0,0
48001,Feb,Wednesday,Suppressed,0
48001,Feb,Thursday,Suppressed,0
48001,Feb,Friday,Suppressed,0
48001,Feb,Saturday,Suppressed,0
48001,Feb,Unknown,0,0
48001,Mar,Sunday,Suppressed,0
48001,Mar,Monday,Suppressed,0
48001,Mar,Tuesday,10,0
48001,Mar,Wednesday,Suppressed,0
48001,Mar,Thursday,Suppressed,0
48001,Mar,Friday,Suppressed,0
48001,Mar,Saturday,Suppressed,0
48001,Mar,Unknown,0,0
48001,Apr,Sunday,Suppressed,0
48001,Apr,Monday,Suppressed,0
48001,Apr,Tuesday,Suppressed,0
48001,Apr,Wednesday,Suppressed,0
48001,Apr,Thursday,Suppressed,0
48001,Apr,Friday,Suppressed,0
48001,Apr,Saturday,Suppressed,0
48001,Apr,Unknown,0,0
48001,May,Sunday,Suppressed,0
48001,May,Monday,Suppressed,0
48001,May,Tuesday,Suppressed,Suppressed
48001,May,Wednesday,Suppressed,0
48001,May,Thursday,Suppressed,Suppressed
48001,May,Friday,Suppressed,0
48001,May,Saturday,Suppressed,0
48001,May,Unknown,0,0
48001,Jun,Sunday,Suppressed,Suppressed
48001,Jun,Monday,Suppressed,0
48001,Jun,Tuesday,Suppressed,0
48001,Jun,Wednesday,Suppressed,0
48001,Jun,Thursday,Suppressed,Suppressed
48001,Jun,Friday,Suppressed,0
48001,Jun,Saturday,Suppressed,0
48001,Jun,Unknown,0,0
48001,Jul,Sunday,Suppressed,Suppressed
48001,Jul,Monday,Suppressed,Suppressed
48001,Jul,Tuesday,Suppressed,0
48001,Jul,Wednesday,Suppressed,Suppressed
48001,Jul,Thursday,13,Suppressed
48001,Jul,Friday,Suppressed,0
48001,Jul,Saturday,Suppressed,0
48001,Jul,Unknown,0,0
48001,Aug,Sunday,Suppressed,Suppressed
48001,Aug,Monday,Suppressed,Suppressed
48001,Aug,Tuesday,Suppressed,Suppressed
48001,Aug,Wednesday,10,Suppressed
48001,Aug,Thursday,Suppressed,Suppressed
48001,Aug,Friday,Suppressed,0
48001,Aug,Saturday,Suppressed,Suppressed
48001,Aug,Unknown,0,0
48001,Sep,Sunday,Suppressed,Suppressed
48001,Sep,Monday,Suppressed,Suppressed
48001,Sep,Tuesday,Suppressed,Suppressed
48001,Sep,Wednesday,11,Suppressed
48001,Sep,Thursday,Suppressed,Suppressed
48001,Sep,Friday,Suppressed,Suppressed
48001,Sep,Saturday,Suppressed,0
48001,Sep,Unknown,0,0
48001,Oct,Sunday,Suppressed,0
48001,Oct,Monday,Suppressed,0
48001,Oct,Tuesday,Suppressed,0
48001,Oct,Wednesday,Suppressed,Suppressed
48001,Oct,Thursday,Suppressed,Suppressed
48001,Oct,Friday,Suppressed,Suppressed
48001,Oct,Saturday,Suppressed,0
48001,Oct,Unknown,0,0
48001,Nov,Sunday,Suppressed,Suppressed
48001,Nov,Monday,Suppressed,Suppressed
48001,Nov,Tuesday,Suppressed,Suppressed
48001,Nov,Wednesday,Suppressed,0
48001,Nov,Thursday,Suppressed,Suppressed
48001,Nov,Friday,Suppressed,0
48001,Nov,Saturday,Suppressed,Suppressed
48001,Nov,Unknown,0,0
